"Run","P_OSD_sampled","Cost_SoC","Cost_Exp","QALY_SoC","QALY_Exp","Inc_Cost","Inc_QALY","ICER","NMB"
67,0.0254593002329126,27209.3424162096,59952.3390040405,1.32669917283034,1.47007279747394,32742.9965878309,0.143373624643593,228375.314282704,-28441.7878485231
68,0.0254910462185992,29780.683396045,56587.5387755977,1.12127232573284,1.29689400514259,26806.8553795527,0.175621679409741,152639.784960773,-21538.2049972605
69,0.0281117554821392,29439.5848654607,62355.199077597,1.24767269528993,1.3663025377962,32915.6142121362,0.118629842506274,277464.873228634,-29356.718936948
70,0.0260836907624641,33205.2281396955,65507.1513771024,1.18922219656178,1.40323025672106,32301.9232374069,0.214008060159278,150937.881560937,-25881.6814326285
71,0.0246607854388186,27081.6606281899,62421.2563585714,1.2186488184794,1.37978729025879,35339.5957303814,0.161138471779397,219311.970258489,-30505.4415769995
72,0.0267639001187517,33679.2466758629,62533.7213270826,1.14525810006956,1.21307396286782,28854.4746512197,0.0678158627982639,425482.674120875,-26819.9987672717
73,0.0262955136398776,28053.2431679434,62672.6328924458,1.12386049736301,1.3089848765099,34619.3897245023,0.185124379146898,187006.108455503,-29065.6583500954
74,0.0265060409911767,28180.0030457819,62346.8092626281,1.27244425452546,1.46773851293849,34166.8062168462,0.19529425841303,174950.387658537,-28307.9784644553
75,0.0270696033319875,27728.9113291571,57483.2183003875,0.994360302864577,1.12798691205589,29754.3069712304,0.133626609191308,222667.529703102,-25745.5086954912
76,0.0259587290847519,27709.1281088097,60743.744373078,1.00101555564555,1.07519210186462,33034.6162642682,0.0741765462190729,445351.232270964,-30809.3198776961
77,0.0274728009464445,28676.5378629818,68534.4986107782,1.22019873393832,1.41096839796855,39857.9607477964,0.190769664030234,208932.384246793,-34134.8708268894
78,0.0261770523067297,28390.3584186058,68129.8834344395,1.05542498660693,1.23194586600062,39739.5250158337,0.176520879393692,225126.484483477,-34443.8986340229
79,0.0269886084913895,27405.2076803384,60336.7647880691,1.01632261385932,1.1390044829085,32931.5571077307,0.122681869049186,268430.513514003,-29251.1010362551
80,0.0282390463138571,26664.6985792965,64130.9740413604,1.16134858702075,1.43964091653859,37466.2754620639,0.278292329517848,134629.206370781,-29117.5055765284
81,0.0271457691176557,30141.8566852285,72750.8775745896,1.12563708452672,1.36737835857618,42609.0208893611,0.241741274049459,176258.775241846,-35356.7826678773
82,0.0260238519564025,28632.7331253631,63637.113610747,1.21883233209924,1.30671033786546,35004.3804853839,0.0878780057662174,398329.254062801,-32368.0403123974
83,0.0283336810822733,27791.4527918616,61919.9282387807,1.10913687336228,1.24596614279236,34128.4754469191,0.136829269430074,249423.793528038,-30023.5973640169
84,0.0280553768362987,27757.56961938,68843.9229659687,1.13251271808876,1.30473375946289,41086.3533465887,0.172221041374129,238567.558404979,-35919.7221053649
85,0.0273210758609245,28094.0706017287,60941.2077657137,1.02818612607714,1.18127900980347,32847.137163985,0.153092883726325,214556.917111208,-28254.3506521952
86,0.0268491714072935,27389.2064415695,62398.7126538916,1.07330654600462,1.22367395732127,35009.506212322,0.150367411316651,232826.421002868,-30498.4838728225
87,0.0255806569657183,30705.7219591891,64473.6590910012,1.27524634800092,1.47586319776209,33767.9371318122,0.200616849761173,168320.543224618,-27749.431638977
88,0.0256216817517006,28945.9458057446,61495.8537231923,0.984865025961146,1.13900009415703,32549.9079174477,0.154135068195879,211177.821494083,-27925.8558715714
89,0.0290868401139247,27830.6719197408,61027.3514391542,1.16069522367513,1.34550555345129,33196.6795194133,0.184810329776157,179625.671138736,-27652.3696261286
90,0.0261549646521159,27804.4801350234,62100.6646374667,1.12915594463601,1.39484880117218,34296.1845024434,0.265692856536166,129082.072245232,-26325.3988063584
91,0.0249724612474786,31964.935008045,72018.1487542178,1.24472126051512,1.510732500559,40053.2137461728,0.266011240043885,150569.629086219,-32072.8765448563
92,0.0254574914399079,26619.4977488133,59151.9715812771,1.2311563124075,1.39565062243415,32532.4738324638,0.164494310026645,197772.639231072,-27597.6445316644
93,0.0268762415146192,27521.915741154,60849.6349725053,1.08301275800365,1.24447067920611,33327.7192313513,0.161457921202457,206417.368582125,-28483.9815952776
94,0.0261390049854803,27426.7570412676,62527.0048847134,1.29512021257005,1.50130996654612,35100.2478434459,0.206189753976068,170232.745161139,-28914.5552241638
95,0.025992401354617,28616.2531996798,63917.9157335407,1.17718123414496,1.3328799223466,35301.6625338609,0.155698688201647,226730.635573122,-30630.7018878114
96,0.0250894798153756,28124.6760484047,54652.6314314527,1.18006485754369,1.27055424091569,26527.955383048,0.0904893833720046,293160.969768031,-23813.2738818879
97,0.026431990147405,25964.3204529265,62434.512364014,0.993513860193024,1.18216638003568,36470.1919110875,0.188652519842652,193319.39982305,-30810.616315808
98,0.0253451954051281,27568.5770059996,66448.2010613427,1.19552600298714,1.37826224827093,38879.6240553432,0.182736245283796,212763.614547085,-33397.5366968293
99,0.0259447848708163,26477.0285255954,61424.3407970654,1.21195574090519,1.3678503272874,34947.31227147,0.155894586382205,224172.712359557,-30270.4746800039
100,0.0279264200420905,30403.4994699565,68155.6066148387,1.35250192712032,1.50519512652548,37752.1071448822,0.152693199405163,247241.575210622,-33171.3111627273
101,0.0256585528769312,31630.8284959931,70727.294381812,1.06813893054957,1.24031626842915,39096.4658858189,0.172177337879577,227070.916343029,-33931.1457494316
102,0.0274148764680535,26738.4863071789,57110.9517419213,1.1200975429948,1.23574370048243,30372.4654347424,0.115646157487629,262632.724636713,-26903.0807101136
103,0.0239823102304868,29434.3117738351,74087.1897589051,1.36800494096145,1.60988934691802,44652.87798507,0.241884405956577,184604.203022026,-37396.3458063727
104,0.0264166531516823,27876.7564148945,59384.8309093335,1.20992895903555,1.35888795233678,31508.0744944389,0.148958993301236,211521.800706057,-27039.3046954019
105,0.0272758321027398,28310.8545360638,62375.158716423,1.03760221440849,1.16933001177256,34064.3041803593,0.131727797364064,258596.172273448,-30112.4702594374
106,0.0269425210178751,26152.4304545287,56452.968417164,1.20223596333895,1.40144858365909,30300.5379626354,0.199212620320138,152101.497957016,-24324.1593530312
107,0.0266523615316353,26531.9721719763,71391.943107485,1.04232458643784,1.28298845745447,44859.9709355087,0.240663871016625,186400.936484604,-37640.05480501
108,0.025561622854403,28938.7552010903,63359.6784163631,1.15341597176864,1.26973168700801,34420.9232152728,0.116315715239373,295926.67804549,-30931.4517580916
109,0.0252465758685983,31369.7777056464,65897.6239877096,1.20346091403474,1.36277725084539,34527.8462820632,0.159316336810645,216725.082771023,-29748.3561777439
110,0.0249760699417841,32467.2335177884,71580.7860480216,1.11449046396028,1.30928669501935,39113.5525302332,0.194796231059076,200792.142217429,-33269.6655984609
111,0.0266699652319534,29529.6653349776,61877.9436393704,1.1952618995412,1.32921486124872,32348.2783043928,0.133952961707515,241489.832640094,-28329.6894531673
112,0.0250959184324479,29912.8915554433,66803.7541330192,1.22094035031411,1.36604858112117,36890.8625775759,0.145108230807068,254229.979735781,-32537.6156533639
